1,Losers' Club (Kaybedenler kulübü),Comedy|Drama,166,Jodi Brigdale,2013-12-03,,,Disponible,
752,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,Documentary,235,Thalia Kidgell,2007-04-03,,,Disponible,
753,Ambush Trail,Action|Western,150,Valida Measom,2021-07-20,,,Disponible,
754,Edvard Munch,Drama,131,Joanna MacCome,2008-03-17,,,Disponible,
755,Companeros (Vamos a matar compañeros),Comedy|Western,236,Brady Lage,2016-04-14,,,Disponible,
756,Seven Brides for Seven Brothers,Comedy|Musical|Romance|Western,193,Laverne Mickan,1981-05-19,,,Disponible,
757,Cloud-Capped Star (Meghe Dhaka Tara),Drama,188,Barby Taylo,1983-07-13,,,Disponible,
758,Another Year,Drama,166,Ginelle Barnewall,1986-07-09,,,Disponible,
759,There Goes My Heart,Comedy|Romance,146,Danni Mobberley,2007-11-17,,,Disponible,
760,1066,Action|Adventure|War,228,Timothy Cresar,1988-05-25,,,Disponible,
761,Girl Cut in Two (Fille coupée en deux),Drama|Thriller,232,Millie O'Connor,1981-10-14,,,Disponible,
762,Peculiarities of the National Hunt (Osobennosti natsionalnoy okhoty) ,Comedy,97,Salaidh Farlowe,1980-12-07,,,Disponible,
763,Breakfast of Champions,Comedy|Sci-Fi,175,Jaime Bairnsfather,2018-05-13,,,Disponible,
764,Comme un chef,Comedy,209,Ardene Haliburton,2023-09-17,,,Disponible,
765,3 Ninjas Kick Back,Action|Children|Comedy,203,Dorian Hurdle,2002-01-13,,,Disponible,
766,Perfect Stranger,Crime|Drama|Mystery|Thriller,122,Tallou Clements,1985-04-14,,,Disponible,
767,Colour Me Kubrick: A True...ish Story,Comedy|Drama,210,Vita Yeld,2016-04-02,,,Disponible,
768,Year of Living Dangerously,Drama|Romance|War,92,Tobin Tellesson,2013-05-11,,,Disponible,
769,Secret of Moonacre,Adventure|Fantasy|Romance,212,Ronni Ludron,2017-05-31,,,Disponible,
770,Christmas at Pee Wee's Playhouse (a.k.a. Pee-Wee's Playhouse Christmas Special),Children|Comedy|Musical,193,Bartlett Annakin,1997-03-01,,,Disponible,
771,Turbulence,Action|Thriller,147,Randee Duffill,2012-12-25,,,Disponible,
772,Rock-A-Doodle,Adventure|Animation|Children|Musical,190,Silvana Peto,1981-06-10,,,Disponible,
773,Blood Work,Crime|Drama|Mystery|Thriller,155,Doralynne Walder,2016-11-05,,,Disponible,
774,Oki's Movie (Ok-hui-ui yeonghwa),Comedy|Drama,151,Paulo Dellatorre,2002-08-28,,,Disponible,
775,Cousins,Comedy|Romance,90,Franciskus Fewings,2004-01-10,,,Disponible,
776,The Legend of Awesomest Maximus,Action|Comedy,135,Dev Clemenzo,2016-08-08,,,Disponible,
777,Samaritan Zatoichi (Zatôichi kenka-daiko) (Zatôichi 19),Action|Adventure|Drama,214,Cristina Lyburn,2011-02-09,,,Disponible,
778,Bounty Hunter,Action|Comedy|Romance,220,Moselle Filyushkin,1993-06-12,,,Disponible,
779,Sex Positive,Documentary,211,Tim Rolse,1983-03-06,,,Disponible,
780,Lady Jane,Drama|Romance,156,Marjie MacGinney,2023-03-16,,,Disponible,
781,Unknown,Drama|Mystery|Thriller,200,Emma O'Neal,2021-03-31,,,Disponible,
782,La montaña rusa,Comedy|Romance,121,Lynsey Lazonby,1993-09-28,,,Disponible,
783,Human Factor,Drama|Thriller,159,Budd Junkison,2002-01-02,,,Disponible,
784,World Without Thieves (Tian xia wu zei),Action|Crime|Drama,194,Westbrooke Dollar,2005-01-27,,,Disponible,
785,Secret Policeman's Other Ball,Comedy|Documentary|Musical,204,Lilah Lerwell,1985-02-23,,,Disponible,
786,Ghost Rider,Action|Fantasy|Thriller,192,Hulda Ohanessian,1997-11-04,,,Disponible,
787,Brice Man (Brice de Nice),Comedy,172,Roxy Avramow,2007-12-18,,,Disponible,
788,John Carter,Action|Adventure|Sci-Fi|IMAX,210,Annabell Cypler,1991-06-04,,,Disponible,
789,Murderball,Documentary,132,Latisha Utley,1994-11-07,,,Disponible,
790,Extreme Days,Action|Adventure|Comedy|Drama,152,Carlynn Blazewski,2006-06-02,,,Disponible,
791,Nebraska,Adventure|Drama,193,Mei Munks,1986-02-03,,,Disponible,
792,Man for All Seasons,Drama,224,Minerva Gellibrand,2014-07-20,,,Disponible,
793,One Hour with You,Comedy|Musical|Romance,91,Gabriell Birkbeck,1999-01-10,,,Disponible,
794,Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,186,Lindsay Simons,2023-03-14,,,Disponible,
795,Loaded,Drama|Thriller,103,Jeanie Simmig,1984-12-16,,,Disponible,
796,Dolan's Cadillac,Crime|Thriller,215,Konstantin Ashbey,1996-07-13,,,Disponible,
797,Unlawful Entry,Crime|Thriller,102,Dari Beceril,1991-07-31,,,Disponible,
798,Family Guy Presents: Blue Harvest,Animation|Comedy,132,Joela Vamplers,1982-12-06,,,Disponible,
799,In the Mirror of Maya Deren (Im Spiegel der Maya Deren),Documentary,134,Kerr Whitchurch,2010-06-27,,,Disponible,
800,Seven Chances,Comedy,238,Jamie MacInnes,1995-06-01,,,Disponible,
801,What Price Hollywood?,Drama,228,Jerome Medmore,2017-06-24,,,Disponible,
802,Oh God!,Comedy|Fantasy,136,Schuyler Charlick,1984-07-25,,,Disponible,
803,Quod erat demonstrandum,Drama,197,Yankee Baudichon,2002-01-03,,,Disponible,
804,Airport 1975,Action|Drama|Thriller,202,Carmela Corkett,2021-03-13,,,Disponible,
805,Pull My Daisy,Comedy|Drama,92,Mommy Bland,2007-09-01,,,Disponible,
806,Coming Home (Gui lai),Drama,204,Salvatore Slane,2002-01-08,,,Disponible,
807,Switchback,Crime|Mystery|Thriller,132,Grazia Kunneke,2017-11-02,,,Disponible,
808,Lorna's Silence (Le silence de Lorna),Drama,152,Florentia Petett,1983-10-13,,,Disponible,
809,Man Who Knew Too Much,Adventure|Drama|Mystery|Thriller,107,Riccardo Tibbles,2004-05-20,,,Disponible,
810,Playground,(no genres listed),232,Alley Acock,1993-03-19,,,Disponible,
811,Autopsy,Horror,215,Abran Jewkes,2008-03-04,,,Disponible,
812,Southland Tales,Comedy|Drama|Sci-Fi|Thriller,159,Crawford Crumbleholme,2023-05-04,,,Disponible,
813,Never Back Down,Action,155,Datha Scholte,2018-05-19,,,Disponible,
814,If These Walls Could Talk,Drama,190,Jewel Picard,1988-10-02,,,Disponible,
815,Underground,Comedy|Drama|War,236,Borg Trask,2020-08-28,,,Disponible,
816,Mondo Trasho,Comedy,213,Sydelle Vallis,2000-12-23,,,Disponible,
817,Planet of the Vampires (Terrore nello spazio),Horror|Sci-Fi,172,Hali Cunney,1984-03-22,,,Disponible,
818,Mummy,Horror|Romance,116,Noni Rappa,1994-09-16,,,Disponible,
819,You the Living (Du levande),Comedy|Drama|Musical,217,Windy Foucher,2011-03-06,,,Disponible,
820,Child Bride,Drama,196,Clarey Brownsill,1985-03-24,,,Disponible,
821,Wrong Box,Comedy,140,Job Crennan,2015-09-17,,,Disponible,
822,Blackball,Comedy|Drama,179,Hakeem Blaby,2005-11-30,,,Disponible,
823,The Snow White Murder Case,Drama|Mystery,216,Mario Bretherton,2009-02-12,,,Disponible,
824,Phenomenon,Drama|Romance,210,Gregoor Joselin,1988-03-30,,,Disponible,
825,Watch the Birdie,Comedy|Crime|Romance,156,Tessa Ouchterlony,2012-01-21,,,Disponible,
826,Heaven Is for Real,Drama,92,Wendall Norbury,2007-01-20,,,Disponible,
827,Ten Canoes,Adventure|Comedy|Drama|War,166,Hunfredo Greenway,2013-10-20,,,Disponible,
828,Changing Lanes,Drama|Thriller,240,Kaile Argo,1987-07-05,,,Disponible,
829,"Man Woman and the Wall (Kikareta onna no mirareta yoru),Drama|Romance|Thriller,213,Hayden Hourston,2023-08-13,,,Disponible,
830,Brighton Rock,Crime|Drama|Film-Noir,97,Norma Dory,1992-05-24,,,Disponible,
831,Fever Pitch,Comedy|Romance,203,Jordan Lissett,2020-11-21,,,Disponible,
832,Far from the Madding Crowd,Drama|Romance,209,Andonis Walsham,2018-06-26,,,Disponible,
833,Masterminds,Action|Comedy|Thriller,160,Goldia Pietersen,2016-09-08,,,Disponible,
834,He Ran All the Way,Crime|Drama|Film-Noir,232,Honor Halle,1983-03-21,,,Disponible,
835,Blood and Wine (Blood & Wine),Crime|Drama|Thriller,223,Walden Sivess,2020-06-04,,,Disponible,
836,Lost Thing,Animation|Drama|Fantasy,180,Charmaine Howood,2006-08-30,,,Disponible,
837,Manhattan Baby,Horror,106,Marketa Sherrett,1986-05-01,,,Disponible,
838,Bitch Hug (Bitchkram),Drama,113,Rancell Etherson,1984-05-29,,,Disponible,
839,Inkheart,Adventure|Fantasy,179,Karia Trevenu,2006-09-06,,,Disponible,
840,Death Note 2: The Last Name,Adventure|Crime|Drama,158,Gallagher Hawkyens,2004-10-25,,,Disponible,
841,Strawberry and Chocolate (Fresa y chocolate),Drama,167,Elvyn Whittet,1986-09-25,,,Disponible,
842,Dark Side of the Heart (Lado oscuro del corazón),Comedy|Drama|Romance,195,Federica Fourcade,1985-05-02,,,Disponible,
843,Woman on the Beach,Drama|Film-Noir|Romance,96,Danna Arthur,1991-03-04,,,Disponible,
844,Family Tree,Drama,240,Kitti Karp,2023-07-21,,,Disponible,
845,Heavy Weather,Comedy,158,Baillie Combe,2013-08-28,,,Disponible,
846,Madame Rosa (La vie devant soi),Drama,139,Berti Torres,1991-09-03,,,Disponible,
847,Behind Enemy Lines II: Axis of Evil,Action|Thriller|War,236,Hanson Corder,1993-02-25,,,Disponible,
848,Black Dog,Action|Thriller,212,Carny Goodridge,2016-09-26,,,Disponible,
849,Trapeze,Drama,167,Koral Wogan,1999-10-18,,,Disponible,
850,Nas: Time Is Illmatic,Documentary,188,Marlin Sedgwick,1981-05-26,,,Disponible,
851,Sugar Town,Comedy,159,Zacharias Morsley,1982-06-03,,,Disponible,
852,Place Vendôme,Crime|Drama,214,Banky Dodswell,1985-11-11,,,Disponible,
853,15 Minutes,Thriller,122,Kelila Costock,2007-10-08,,,Disponible,
854,Double Life of Veronique (Double Vie de Véronique),Drama|Fantasy|Romance,212,Tabby Rampage,1998-06-15,,,Disponible,
855,Siblings,Comedy,223,Vaughn Struan,2006-12-10,,,Disponible,
856,Short Film About John Bolton,Fantasy|Horror|Mystery,179,Giff Stearley,1990-08-21,,,Disponible,
857,Libertine,Drama,199,Lorette Leinweber,1981-06-11,,,Disponible,
858,Place Beyond the Pines,Crime|Drama,163,Grazia Clynman,1986-05-04,,,Disponible,
859,The Violent Kind,Horror,191,Evangeline Pocklington,2008-08-08,,,Disponible,
860,Cobra,Action|Crime,112,Debby Craisford,1993-09-18,,,Disponible,
861,Evil (Ondskan),Drama,98,Emma Dale,1998-05-19,,,Disponible,
862,Wildcat (Die Bergkatze),Comedy|Drama|Romance,161,Agustin Ledur,1996-08-12,,,Disponible,
863,Spaghetti West,Documentary,129,Cal McSaul,1996-07-05,,,Disponible,
864,C.S.A.: The Confederate States of America,Comedy|Drama,227,Alyce Slocomb,1996-11-13,,,Disponible,
865,Couch in New York,Comedy|Drama|Romance,205,Raquel Buggs,2019-09-13,,,Disponible,
866,Km. 0 - Kilometer Zero (Kilómetro cero),Comedy|Drama,178,Cchaddie Thompsett,1996-04-09,,,Disponible,
867,Summer School,Horror,123,Jabez Semper,2007-01-29,,,Disponible,
868,Ping Pong Playa,Comedy,201,Carl Camell,1998-06-27,,,Disponible,
869,Straight Story,Adventure|Drama,235,Heidie Anster,2001-08-28,,,Disponible,
870,Redacted,Action|Crime|Drama|War,159,Babs Revely,2021-09-21,,,Disponible,
871,Barretts of Wimpole Street (a.k.a. Forbidden Alliance),Drama|Romance,208,Kane Mahmood,2005-03-31,,,Disponible,
872,At Land,(no genres listed),128,Lotti Shalloo,1995-02-06,,,Disponible,
873,Damned the Day I Met You,Comedy,171,Aland Stockoe,2004-10-13,,,Disponible,
874,True Heart Susie,Drama|Romance,200,Carroll Moyles,1991-01-26,,,Disponible,
875,Two-Minute Warning,Drama|Thriller,216,Janie Huxley,1980-11-14,,,Disponible,
876,Blade,Action|Horror|Thriller,201,Korella Dhenin,1986-06-28,,,Disponible,
877,Kivski Freski,Drama,102,Waneta Watkinson,2020-02-03,,,Disponible,
878,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha),Animation|Drama|Fantasy,107,Dasi Kirrens,1996-11-19,,,Disponible,
879,Shakespeare High,Documentary,235,Sher Pettigree,1987-02-19,,,Disponible,
880,Putzel,Comedy|Romance,220,Maire Gillison,1984-12-19,,,Disponible,
881,Jayne Mansfield's Car,Drama,148,Brigg Powe,2011-02-27,,,Disponible,
882,Whisper of Sin (Nuodemes uzkalbejimas),Drama,165,Basilio Eat,2004-06-01,,,Disponible,
883,Blindsight,Adventure|Documentary,129,Wood Harvard,2010-04-24,,,Disponible,
884,Postman Always Rings Twice,Crime|Thriller,135,Marissa Traynor,1983-12-30,,,Disponible,
885,Winged Creatures (Fragments),Crime|Drama,225,Kyla Stranger,2004-10-23,,,Disponible,
886,Ju-on: Black Ghost,Horror,174,Alexina Stout,2012-06-19,,,Disponible,
887,Kiss for Corliss (Almost a Bride),Comedy,240,Dewie Leggett,1981-12-30,,,Disponible,
888,Second Best,Drama,133,Nikola Eskrigge,2018-05-06,,,Disponible,
889,Ash Wednesday,Crime|Drama,222,Ximenez Rottenbury,1988-05-30,,,Disponible,
890,Bye-Bye,Drama,138,Bud Sandys,2018-07-19,,,Disponible,
891,Stuck on You,Comedy,115,Lesya Stokey,2010-02-28,,,Disponible,
892,'Hellboy': The Seeds of Creation,Action|Adventure|Comedy|Documentary|Fantasy,90,Timmy Hess,1984-06-27,,,Disponible,
893,Wanted,Action|Thriller,122,Hurley Hambright,2018-04-12,,,Disponible,
894,Bite the Bullet,Action|Adventure|Western,115,Ev Lindores,1988-12-17,,,Disponible,
895,Romantic Englishwoman,Comedy|Drama,96,Zulema Olivazzi,2009-02-09,,,Disponible,
896,Bad Ass,Action|Crime|Drama,143,Sybilla Banane,2001-10-14,,,Disponible,
897,My Way to Olympia (Mein Weg nach Olympia),Documentary,128,Isahella Brennan,2009-10-19,,,Disponible,
898,Transformers: Revenge of the Fallen,Action|Adventure|Sci-Fi|IMAX,201,Pamela Thunnercliff,1995-04-16,,,Disponible,
899,Locked Out (Enfermés dehors),Comedy,196,Theadora Hambidge,2007-01-07,,,Disponible,
900,Dead on Time,Comedy|Drama|Romance,129,Vanni Burgill,2003-05-29,,,Disponible,
901,Invaders from Mars,Sci-Fi,118,Bink Attride,1993-08-08,,,Disponible,
902,Dolls,Horror,121,Vina Beddall,2001-03-17,,,Disponible,
903,The Man in the Orange Jacket,Horror|Mystery|Thriller,199,Adorne Sutherley,2015-12-15,,,Disponible,
904,Randy Rides Alone,Western,240,Laurent Gingles,2021-10-12,,,Disponible,
905,Departures (Okuribito),Drama,115,Hulda Randals,2022-11-21,,,Disponible,
906,Valkyrie,Drama|Thriller|War,186,Danya Hawick,1985-11-20,,,Disponible,
907,Sasha (Sascha),Comedy|Drama,138,Nyssa Buxsy,2015-08-15,,,Disponible,
908,Steamboat Bill Jr.,Comedy|Romance,214,Madeleine Harken,1996-11-16,,,Disponible,
909,Class Action,Drama,99,Trudi Miles,2020-10-21,,,Disponible,
910,Undefeatable,Action,146,Leonidas Govern,2019-09-30,,,Disponible,
911,Brother's War,War,152,Dory Quixley,1987-07-27,,,Disponible,
912,Spy Who Came in from the Cold,Drama|Thriller,141,Ardene Chapling,2004-10-01,,,Disponible,
913,ABC Africa,Documentary,135,Alanson Goodram,2011-07-24,,,Disponible,
914,Bye-Bye Bin Laden,Animation|Comedy,198,Livy Denford,1988-01-11,,,Disponible,
915,Place of One's Own,Drama|Mystery|Thriller,140,Ariela Elias,1981-11-30,,,Disponible,
916,Beginner's Guide to Endings,Comedy|Drama,97,Elfie Peto,2016-12-13,,,Disponible,
917,Brown Sugar,Romance,213,Teddy Krikorian,2005-08-18,,,Disponible,
918,V2: Dead Angel (Vares 2 - Jäätynyt Enkeli),Action|Comedy|Crime,217,Ronna Jannex,2020-06-08,,,Disponible,
919,The Night Evelyn Came Out of the Grave,Horror|Mystery,136,Jenine Futter,1988-12-30,,,Disponible,
920,Late Bloomers,Comedy,178,Ferguson Chezelle,1988-12-19,,,Disponible,
921,Uncle Sam,Horror,175,Jacobo Bennellick,1985-03-22,,,Disponible,
922,Alien Hunter,Action|Sci-Fi|Thriller,114,Darya Bolter,1986-07-28,,,Disponible,
923,Future by Design,Documentary|Sci-Fi,91,Britte Streather,1982-10-19,,,Disponible,
924,Mondo Trasho,Comedy,176,Burnaby Lewsey,2010-08-11,,,Disponible,
925,Gerhard Richter Painting,Documentary,113,Rollie Corteis,1999-03-07,,,Disponible,
926,Johnny Tremain,Adventure|Children|War,239,Kennett Mattheus,2022-11-13,,,Disponible,
927,Best Little Whorehouse in Texas,Comedy|Drama|Musical|Romance,188,Anne-marie Josephy,2013-09-07,,,Disponible,
928,Zandalee,Drama|Thriller,111,Ettie Duhig,1996-06-25,,,Disponible,
929,Mina Tannenbaum,Drama,215,Patrizia Beelby,2015-09-08,,,Disponible,
930,Miss You Can Do It,Documentary,116,Melina Sinnott,1999-11-29,,,Disponible,
931,Silence (Chinmoku),Drama,202,Eal Lakeman,1997-10-14,,,Disponible,
932,Much Ado About Nothing,Comedy|Romance,237,Archaimbaud Barritt,2006-01-10,,,Disponible,
933,One Day,Drama|Romance,179,Burgess Dudgeon,2003-09-16,,,Disponible,
934,Good Will Hunting,Drama|Romance,180,Chan McGrah,2007-05-21,,,Disponible,
935,Rio Rita,Comedy|Musical|Romance,221,Harrie Smale,1983-03-11,,,Disponible,
936,Drop,Crime|Drama|Thriller,101,Skipp Saunt,1983-08-18,,,Disponible,
937,Monkey in Winter (Un singe en hiver),Comedy|Drama,224,Candace Metts,2001-07-08,,,Disponible,
938,Rollercoaster,Drama|Thriller,213,Elmo Fisby,2008-01-21,,,Disponible,
939,Mission: Impossible III,Action|Adventure|Thriller,191,Holly Rodell,2013-02-15,,,Disponible,
940,Nightbreed,Fantasy|Horror,150,Leonardo Prinn,1993-09-11,,,Disponible,
941,Snow White and the Huntsman,Action|Adventure|Drama,151,Norean Style,1991-01-21,,,Disponible,
942,Stromboli,Drama,140,Guthrey Fallow,2021-01-15,,,Disponible,
943,The Voices,Comedy|Crime|Thriller,194,Brenda Longmire,2003-04-28,,,Disponible,
944,Strategy of the Snail (Estrategia del Caracol),Comedy|Drama,130,Lezley Mougel,2010-09-26,,,Disponible,
945,Killers,Action|Crime|Drama|Film-Noir|Thriller,192,Bernette Haskur,2004-11-27,,,Disponible,
946,Crimson Gold (Talaye sorgh),Drama,220,Somerset Croxford,1996-09-03,,,Disponible,
947,Blue Valentine,Drama|Romance,222,Kendell Glencros,2007-11-05,,,Disponible,
948,Glory Daze,Drama,222,Dotti Fidler,2020-11-12,,,Disponible,
949,A Magnificent Haunting,Drama,113,Nadya Vanyushkin,1998-03-01,,,Disponible,
950,Ascension,Drama|Sci-Fi,134,Darrin Egalton,2002-03-09,,,Disponible,
951,Nemesis 3: Time Lapse,Action|Sci-Fi|Thriller,201,Aili MacPharlain,2021-09-22,,,Disponible,
952,I Spit on Your Grave 2 ,Crime|Horror|Thriller,148,Maximilien Ebbles,2023-04-25,,,Disponible,
953,End of Suburbia: Oil Depletion and the Collapse of the American Dream,Documentary,209,Johnnie Rouse,1981-04-09,,,Disponible,
954,Retrogade,Action|Adventure|Sci-Fi,210,Rayshell McCready,2015-11-27,,,Disponible,
955,Snowriders,Documentary,174,Robinson Iannazzi,1989-04-18,,,Disponible,
956,Prodigal Son (Tuhlaajapoika),Thriller,151,Caz Melby,2022-11-18,,,Disponible,
957,Captains of the Clouds,Action|Drama|War,205,Saul Faulkener,2007-06-19,,,Disponible,
958,G.I. Joe: Operation Dragonfire,Action|Animation,158,Blancha Rigate,1991-08-20,,,Disponible,
959,Captain America,Action|Fantasy|Sci-Fi|Thriller|War,161,Dorotea Harlett,1988-06-29,,,Disponible,
960,Kamchatka,Drama,170,Roxie Aldred,1986-05-10,,,Disponible,
961,Poltergeist II: The Other Side,Horror|Thriller,152,Arty Milne,2009-07-18,,,Disponible,
962,Predestination,Sci-Fi|Thriller,232,Nelly Crayke,2022-03-06,,,Disponible,
963,Deathstalker,Action|Adventure|Fantasy,106,Florinda Hanmore,2002-08-29,,,Disponible,
964,Fire and Ice,Animation|Fantasy,159,Doro Josselson,1991-10-29,,,Disponible,
965,From Russia with Love,Action|Adventure|Thriller,126,Amalle Tunstall,1992-02-17,,,Disponible,
966,Lord of the Rings: The Fellowship of the Ring,Adventure|Fantasy,218,Fabe Mearns,2002-11-08,,,Disponible,
967,Girl 27,Documentary,94,Darby Blayney,1981-06-10,,,Disponible,
968,Wild Tales,Comedy|Drama|Thriller,107,Kassia Bum,1998-04-02,,,Disponible,
969,Reversal of Fortune,Drama,226,Katherine Woodberry,1985-08-23,,,Disponible,
970,Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha),Animation|Drama|Fantasy,233,Trenton Buswell,1996-10-04,,,Disponible,
971,Evocateur: The Morton Downey Jr. Movie,Documentary,228,Javier Coggles,2013-07-01,,,Disponible,
972,Five Children and It,Adventure|Children|Fantasy,215,Winn Gegay,2004-08-04,,,Disponible,
973,In Their Sleep (Dans ton sommeil),Horror|Thriller,199,Zarah Kedslie,2008-11-12,,,Disponible,
974,Mall,Drama,126,Emelia Garrud,1989-05-24,,,Disponible,
975,Old Man Drinking a Glass of Beer,(no genres listed),153,Guthry Gambie,2016-02-22,,,Disponible,
976,Perfect Family The,Comedy|Drama,117,Lanna Rallin,1990-08-20,,,Disponible,
977,Outsiders,Drama,103,Win Diamond,1999-01-05,,,Disponible,
978,Athena,Comedy|Musical|Romance,185,Garwood Boath,2010-08-02,,,Disponible,
979,Circus,Crime|Drama|Thriller,215,Karola Lunney,1992-07-29,,,Disponible,
980,Cheerful Weather for the Wedding,Comedy|Drama,161,Beckie Dudill,2010-02-23,,,Disponible,
981,Living Desert,Documentary,200,Pail Waby,2018-10-08,,,Disponible,
982,Children of the Corn,Horror|Thriller,199,Theodosia De Mattei,2015-06-22,,,Disponible,
983,Bingo,Adventure|Comedy,147,Phaedra Boulter,2012-07-31,,,Disponible,
984,Perfect Sisters,Drama|Mystery,165,Nita Favelle,1995-03-05,,,Disponible,
985,Aquamarine,Children|Comedy|Fantasy,92,Harli Escudier,2008-07-25,,,Disponible,
986,Caine (Shark!),Action|Adventure|Thriller,126,Gav Niemiec,2003-05-08,,,Disponible,
987,Very Harold & Kumar 3D Christmas,Comedy,112,Betteanne McGray,2016-02-26,,,Disponible,
988,Sada,Drama,96,Maribelle Herculson,1999-07-03,,,Disponible,
989,Tunnel,Action|Drama|Thriller,125,Olin Hinkensen,2002-02-21,,,Disponible,
990,One Nation Under God ,Documentary,115,Benedicto Eddy,1998-04-18,,,Disponible,
991,Roman Holiday,Comedy|Drama|Romance,163,Letitia Rowswell,2017-03-05,,,Disponible,
992,Soviet Story,Documentary,233,Dian Greeson,2008-08-23,,,Disponible,
993,Cry Freedom,Drama,122,Elaina Vasler,1983-06-26,,,Disponible,
994,Night of the Living Dead,Horror,225,Willem Tippings,1984-02-25,,,Disponible,
995,Under the Skin,Horror|Sci-Fi|Thriller,227,Edythe Pidler,2015-01-20,,,Disponible,
996,Empty Nest (El nido vacío),Comedy|Drama,183,Stacee Jellico,2008-09-18,,,Disponible,
997,Enemy of the State,Action|Thriller,171,Milo Runnett,2003-08-21,,,Disponible,
998,Little Manhattan,Children|Comedy|Romance,162,Jarib Sans,2017-12-02,,,Disponible,
999,Bond Girls Are Forever,Documentary,101,Shoshana Ferne,2015-06-07,,,Disponible,
1000,An Evening with Robin Williams,Comedy,131,Rori Bredee,2003-10-05,,,Disponible,